ticker,name
sh.600000,浦发银行
sh.600009,上海机场
sh.600010,包钢股份
sh.600011,华能国际
sh.600015,华夏银行
sh.600016,民生银行
sh.600018,上港集团
sh.600019,宝钢股份
sh.600023,浙能电力
sh.600025,华能水电
sh.600026,中远海能
sh.600027,华电国际
sh.600028,中国石化
sh.600029,南方航空
sh.600030,中信证券
sh.600031,三一重工
sh.600036,招商银行
sh.600039,四川路桥
sh.600048,保利发展
sh.600050,中国联通
sh.600061,国投资本
sh.600066,宇通客车
sh.600085,同仁堂
sh.600089,特变电工
sh.600104,上汽集团
sh.600111,北方稀土
sh.600115,中国东航
sh.600118,中国卫星
sh.600150,中国船舶
sh.600160,巨化股份
sh.600176,中国巨石
sh.600183,生益科技
sh.600188,兖矿能源
sh.600196,复星医药
sh.600219,南山铝业
sh.600221,海航控股
sh.600233,圆通速递
sh.600276,恒瑞医药
sh.600309,万华化学
sh.600346,恒力石化
sh.600362,江西铜业
sh.600372,中航机载
sh.600406,国电南瑞
sh.600415,小商品城
sh.600426,华鲁恒升
sh.600436,片仔癀
sh.600438,通威股份
sh.600460,士兰微
sh.600482,中国动力
sh.600489,中金黄金
sh.600515,海南机场
sh.600519,贵州茅台
sh.600522,中天科技
sh.600547,山东黄金
sh.600549,厦门钨业
sh.600570,恒生电子
sh.600584,长电科技
sh.600585,海螺水泥
sh.600588,用友网络
sh.600600,青岛啤酒
sh.600660,福耀玻璃
sh.600674,川投能源
sh.600690,海尔智家
sh.600741,华域汽车
sh.600760,中航沈飞
sh.600795,国电电力
sh.600803,新奥股份
sh.600809,山西汾酒
sh.600845,宝信软件
sh.600875,东方电气
sh.600886,国投电力
sh.600887,伊利股份
sh.600893,航发动力
sh.600900,长江电力
sh.600905,三峡能源
sh.600918,中泰证券
sh.600919,江苏银行
sh.600926,杭州银行
sh.600930,华电新能
sh.600938,中国海油
sh.600941,中国移动
sh.600958,东方证券
sh.600989,宝丰能源
sh.600999,招商证券
sh.601006,大秦铁路
sh.601009,南京银行
sh.601012,隆基绿能
sh.601018,宁波港
sh.601021,春秋航空
sh.601058,赛轮轮胎
sh.601059,信达证券
sh.601066,中信建投
sh.601077,渝农商行
sh.601088,中国神华
sh.601100,恒立液压
sh.601111,中国国航
sh.601117,中国化学
sh.601127,赛力斯
sh.601136,首创证券
sh.601138,工业富联
sh.601166,兴业银行
sh.601169,北京银行
sh.601186,中国铁建
sh.601211,国泰海通
sh.601225,陕西煤业
sh.601229,上海银行
sh.601238,广汽集团
sh.601288,农业银行
sh.601318,中国平安
sh.601319,中国人保
sh.601328,交通银行
sh.601336,新华保险
sh.601360,三六零
sh.601377,兴业证券
sh.601390,中国中铁
sh.601398,工商银行
sh.601456,国联民生
sh.601600,中国铝业
sh.601601,中国太保
sh.601607,上海医药
sh.601618,中国中冶
sh.601628,中国人寿
sh.601633,长城汽车
sh.601658,邮储银行
sh.601668,中国建筑
sh.601669,中国电建
sh.601688,华泰证券
sh.601689,拓普集团
sh.601698,中国卫通
sh.601727,上海电气
sh.601728,中国电信
sh.601766,中国中车
sh.601788,光大证券
sh.601800,中国交建
sh.601816,京沪高铁
sh.601818,光大银行
sh.601825,沪农商行
sh.601838,成都银行
sh.601857,中国石油
sh.601868,中国能建
sh.601872,招商轮船
sh.601877,正泰电器
sh.601878,浙商证券
sh.601881,中国银河
sh.601888,中国中免
sh.601898,中煤能源
sh.601899,紫金矿业
sh.601901,方正证券
sh.601916,浙商银行
sh.601919,中远海控
sh.601939,建设银行
sh.601985,中国核电
sh.601988,中国银行
sh.601995,中金公司
sh.601998,中信银行
sh.603019,中科曙光
sh.603259,药明康德
sh.603260,合盛硅业
sh.603288,海天味业
sh.603296,华勤技术
sh.603369,今世缘
sh.603392,万泰生物
sh.603501,豪威集团
sh.603799,华友钴业
sh.603893,瑞芯微
sh.603986,兆易创新
sh.603993,洛阳钼业
sh.605117,德业股份
sh.605499,东鹏饮料
sh.688008,澜起科技
sh.688009,中国通号
sh.688012,中微公司
sh.688036,传音控股
sh.688041,海光信息
sh.688047,龙芯中科
sh.688072,拓荆科技
sh.688082,盛美上海
sh.688111,金山办公
sh.688126,沪硅产业
sh.688183,生益电子
sh.688223,晶科能源
sh.688256,寒武纪
sh.688271,联影医疗
sh.688303,大全能源
sh.688396,华润微
sh.688472,阿特斯
sh.688506,百利天恒
sh.688521,芯原股份
sh.688981,中芯国际
sz.000001,平安银行
sz.000002,万科A
sz.000063,中兴通讯
sz.000100,TCL科技
sz.000157,中联重科
sz.000166,申万宏源
sz.000301,东方盛虹
sz.000333,美的集团
sz.000338,潍柴动力
sz.000408,藏格矿业
sz.000425,徐工机械
sz.000538,云南白药
sz.000568,泸州老窖
sz.000596,古井贡酒
sz.000617,中油资本
sz.000625,长安汽车
sz.000630,铜陵有色
sz.000651,格力电器
sz.000657,中钨高新
sz.000708,中信特钢
sz.000725,京东方A
sz.000768,中航西飞
sz.000776,广发证券
sz.000792,盐湖股份
sz.000807,云铝股份
sz.000858,五粮液
sz.000895,双汇发展
sz.000938,紫光股份
sz.000963,华东医药
sz.000975,山金国际
sz.000977,浪潮信息
sz.000988,华工科技
sz.000999,华润三九
sz.001280,中国铀业
sz.001391,国货航
sz.001965,招商公路
sz.001979,招商蛇口
sz.002001,新和成
sz.002027,分众传媒
sz.002028,思源电气
sz.002049,紫光国微
sz.002050,三花智控
sz.002074,国轩高科
sz.002142,宁波银行
sz.002179,中航光电
sz.002202,金风科技
sz.002230,科大讯飞
sz.002236,大华股份
sz.002241,歌尔股份
sz.002304,洋河股份
sz.002311,海大集团
sz.002352,顺丰控股
sz.002353,杰瑞股份
sz.002371,北方华创
sz.002384,东山精密
sz.002415,海康威视
sz.002422,科伦药业
sz.002460,赣锋锂业
sz.002463,沪电股份
sz.002466,天齐锂业
sz.002475,立讯精密
sz.002493,荣盛石化
sz.002532,天山铝业
sz.002558,巨人网络
sz.002594,比亚迪
sz.002600,领益智造
sz.002602,世纪华通
sz.002625,光启技术
sz.002648,卫星化学
sz.002709,天赐材料
sz.002714,牧原股份
sz.002736,国信证券
sz.002837,英维克
sz.002916,深南电路
sz.002920,德赛西威
sz.002938,鹏鼎控股
sz.003816,中国广核
sz.300014,亿纬锂能
sz.300015,爱尔眼科
sz.300033,同花顺
sz.300059,东方财富
sz.300122,智飞生物
sz.300124,汇川技术
sz.300251,光线传媒
sz.300274,阳光电源
sz.300308,中际旭创
sz.300316,晶盛机电
sz.300394,天孚通信
sz.300408,三环集团
sz.300413,芒果超媒
sz.300418,昆仑万维
sz.300433,蓝思科技
sz.300442,润泽科技
sz.300450,先导智能
sz.300476,胜宏科技
sz.300498,温氏股份
sz.300502,新易盛
sz.300628,亿联网络
sz.300661,圣邦股份
sz.300750,宁德时代
sz.300760,迈瑞医疗
sz.300803,指南针
sz.300832,新产业
sz.300866,安克创新
sz.300896,爱美客
sz.300999,金龙鱼
sz.301165,锐捷网络
sz.301236,软通动力
sz.301269,华大九天
sz.301308,江波龙
sz.302132,中航成飞
sh.600004,白云机场
sh.600008,首创环保
sh.600021,上海电力
sh.600032,浙江新能
sh.600038,中直股份
sh.600060,海信视像
sh.600062,华润双鹤
sh.600095,湘财股份
sh.600098,广州发展
sh.600100,同方股份
sh.600105,永鼎股份
sh.600109,国金证券
sh.600126,杭钢股份
sh.600131,国网信通
sh.600132,重庆啤酒
sh.600141,兴发集团
sh.600143,金发科技
sh.600153,建发股份
sh.600157,永泰能源
sh.600161,天坛生物
sh.600166,福田汽车
sh.600170,上海建工
sh.600171,上海贝岭
sh.600177,雅戈尔
sh.600208,衢州发展
sh.600256,广汇能源
sh.600282,南钢股份
sh.600292,电投水电
sh.600295,鄂尔多斯
sh.600298,安琪酵母
sh.600299,安迪苏
sh.600312,平高电气
sh.600316,洪都航空
sh.600329,达仁堂
sh.600332,白云山
sh.600339,中油工程
sh.600348,华阳股份
sh.600350,山东高速
sh.600352,浙江龙盛
sh.600363,联创光电
sh.600369,西南证券
sh.600377,宁沪高速
sh.600378,昊华科技
sh.600380,健康元
sh.600390,五矿资本
sh.600392,盛和资源
sh.600398,海澜之家
sh.600435,北方导航
sh.600483,福能股份
sh.600486,扬农化工
sh.600497,驰宏锌锗
sh.600498,烽火通信
sh.600499,科达制造
sh.600511,国药股份
sh.600516,方大炭素
sh.600517,国网英大
sh.600521,华海药业
sh.600535,天士力
sh.600536,中国软件
sh.600546,山煤国际
sh.600562,国睿科技
sh.600563,法拉电子
sh.600566,济川药业
sh.600578,京能电力
sh.600582,天地科技
sh.600583,海油工程
sh.600595,中孚实业
sh.600598,北大荒
sh.600601,方正科技
sh.600602,云赛智联
sh.600606,绿地控股
sh.600637,东方明珠
sh.600642,申能股份
sh.600655,豫园股份
sh.600663,陆家嘴
sh.600685,中船防务
sh.600688,上海石化
sh.600699,均胜电子
sh.600704,物产中大
sh.600707,彩虹股份
sh.600711,盛屯矿业
sh.600737,中粮糖业
sh.600754,锦江酒店
sh.600763,通策医疗
sh.600764,中国海防
sh.600765,中航重机
sh.600801,华新建材
sh.600808,马钢股份
sh.600816,建元信托
sh.600820,隧道股份
sh.600848,上海临港
sh.600862,中航高科
sh.600863,华能蒙电
sh.600871,石化油服
sh.600873,梅花生物
sh.600879,航天电子
sh.600884,杉杉股份
sh.600885,宏发股份
sh.600901,江苏金租
sh.600906,财达证券
sh.600909,华安证券
sh.600927,永安期货
sh.600967,内蒙一机
sh.600968,海油发展
sh.600970,中材国际
sh.600977,中国电影
sh.600985,淮北矿业
sh.600988,赤峰黄金
sh.600995,南网储能
sh.600998,九州通
sh.601000,唐山港
sh.601001,晋控煤业
sh.601016,节能风电
sh.601019,山东出版
sh.601098,中南传媒
sh.601099,太平洋
sh.601106,中国一重
sh.601108,财通证券
sh.601112,振石股份
sh.601118,海南橡胶
sh.601128,常熟银行
sh.601139,深圳燃气
sh.601155,新城控股
sh.601156,东航物流
sh.601162,天风证券
sh.601179,中国西电
sh.601198,东兴证券
sh.601212,白银有色
sh.601216,君正集团
sh.601228,广州港
sh.601233,桐昆股份
sh.601236,红塔证券
sh.601298,青岛港
sh.601399,国机重装
sh.601555,东吴证券
sh.601567,三星电气
sh.601577,长沙银行
sh.601598,中国外运
sh.601608,中信重工
sh.601611,中国核建
sh.601615,明阳智能
sh.601665,齐鲁银行
sh.601666,平煤股份
sh.601696,中银证券
sh.601699,潞安环能
sh.601717,中创智领
sh.601799,星宇股份
sh.601808,中海油服
sh.601865,福莱特
sh.601866,中远海发
sh.601869,长飞光纤
sh.601880,辽港股份
sh.601928,凤凰传媒
sh.601958,金钼股份
sh.601966,玲珑轮胎
sh.601990,南京证券
sh.601991,大唐发电
sh.601997,贵阳银行
sh.603000,人民网
sh.603049,中策橡胶
sh.603077,和邦生物
sh.603087,甘李药业
sh.603092,德力佳
sh.603119,浙江荣泰
sh.603129,春风动力
sh.603156,养元饮品
sh.603160,汇顶科技
sh.603175,超颖电子
sh.603179,新泉股份
sh.603225,新凤鸣
sh.603233,大参林
sh.603256,宏和科技
sh.603290,斯达半导
sh.603298,杭叉集团
sh.603308,应流股份
sh.603338,浙江鼎力
sh.603341,龙旗科技
sh.603345,安井食品
sh.603379,三美股份
sh.603444,吉比特
sh.603486,科沃斯
sh.603529,爱玛科技
sh.603565,中谷物流
sh.603568,伟明环保
sh.603589,口子窖
sh.603596,伯特利
sh.603605,珀莱雅
sh.603606,东方电缆
sh.603650,彤程新材
sh.603658,安图生物
sh.603659,璞泰来
sh.603688,石英股份
sh.603699,纽威股份
sh.603728,鸣志电器
sh.603737,三棵树
sh.603766,隆鑫通用
sh.603786,科博达
sh.603806,福斯特
sh.603816,顾家家居
sh.603833,欧派家居
sh.603858,步长制药
sh.603885,吉祥航空
sh.603899,晨光股份
sh.603920,世运电路
sh.603939,益丰药房
sh.603979,金诚信
sh.605358,立昂微
sh.605589,圣泉集团
sh.688002,睿创微纳
sh.688017,绿的谐波
sh.688018,乐鑫科技
sh.688019,安集科技
sh.688027,国盾量子
sh.688037,芯源微
sh.688052,纳芯微
sh.688065,凯赛生物
sh.688099,晶晨股份
sh.688114,华大智造
sh.688120,华海清科
sh.688122,西部超导
sh.688166,博瑞医药
sh.688169,石头科技
sh.688172,燕东微
sh.688180,君实生物
sh.688187,时代电气
sh.688188,柏楚电子
sh.688192,迪哲医药
sh.688200,华峰测控
sh.688213,思特威
sh.688220,翱捷科技
sh.688234,天岳先进
sh.688235,百济神州
sh.688248,南网科技
sh.688266,泽璟制药
sh.688278,特宝生物
sh.688281,华秦科技
sh.688295,中复神鹰
sh.688297,中无人机
sh.688301,奕瑞科技
sh.688313,仕佳光子
sh.688318,财富趋势
sh.688322,奥比中光
sh.688331,荣昌生物
sh.688336,三生国健
sh.688343,云天励飞
sh.688347,华虹宏力
sh.688349,三一重能
sh.688361,中科飞测
sh.688363,华熙生物
sh.688375,国博电子
sh.688385,复旦微电
sh.688387,信科移动
sh.688411,海博思创
sh.688425,铁建重工
sh.688469,芯联集成
sh.688475,萤石网络
sh.688498,源杰科技
sh.688520,神州细胞
sh.688538,和辉光电
sh.688561,奇安信
sh.688563,航材股份
sh.688568,中科星图
sh.688578,艾力斯
sh.688582,芯动联科
sh.688599,天合光能
sh.688608,恒玄科技
sh.688615,合合信息
sh.688617,惠泰医疗
sh.688629,华丰科技
sh.688676,金盘科技
sh.688692,达梦数据
sh.688702,盛科通信
sh.688708,佳驰科技
sh.688709,成都华微
sh.688728,格科微
sh.688772,珠海冠宇
sh.688777,中控技术
sh.688778,厦钨新能
sh.688819,天能股份
sh.689009,九号公司
sz.000009,中国宝安
sz.000021,深科技
sz.000027,深圳能源
sz.000032,深桑达A
sz.000034,神州数码
sz.000039,中集集团
sz.000050,深天马A
sz.000060,中金岭南
sz.000062,深圳华强
sz.000088,盐田港
sz.000155,川能动力
sz.000400,许继电气
sz.000415,渤海租赁
sz.000423,东阿阿胶
sz.000429,粤高速A
sz.000513,丽珠集团
sz.000519,中兵红箭
sz.000528,柳工
sz.000537,绿发电力
sz.000539,粤电力A
sz.000559,万向钱潮
sz.000582,北部湾港
sz.000591,太阳能
sz.000598,兴蓉环境
sz.000623,吉林敖东
sz.000629,钒钛股份
sz.000661,长春高新
sz.000683,博源化工
sz.000703,恒逸石化
sz.000709,河钢股份
sz.000723,美锦能源
sz.000728,国元证券
sz.000729,燕京啤酒
sz.000733,振华科技
sz.000737,北方铜业
sz.000738,航发控制
sz.000739,普洛药业
sz.000750,国海证券
sz.000783,长江证券
sz.000785,居然智家
sz.000786,北新建材
sz.000800,一汽解放
sz.000825,太钢不锈
sz.000830,鲁西化工
sz.000831,中国稀土
sz.000878,云南铜业
sz.000883,湖北能源
sz.000887,中鼎股份
sz.000893,亚钾国际
sz.000898,鞍钢股份
sz.000921,海信家电
sz.000932,华菱钢铁
sz.000937,冀中能源
sz.000951,中国重汽
sz.000959,首钢股份
sz.000960,锡业股份
sz.000967,盈峰环境
sz.000983,山西焦煤
sz.000987,越秀资本
sz.000997,新大陆
sz.001203,大中矿业
sz.001221,悍高集团
sz.001286,陕西能源
sz.001309,德明利
sz.001386,马可波罗
sz.001389,广合科技
sz.001696,宗申动力
sz.002007,华兰生物
sz.002008,大族激光
sz.002025,航天电器
sz.002032,苏泊尔
sz.002044,美年健康
sz.002056,横店东磁
sz.002064,华峰化学
sz.002065,东华软件
sz.002078,太阳纸业
sz.002085,万丰奥威
sz.002120,韵达股份
sz.002126,银轮股份
sz.002130,沃尔核材
sz.002131,利欧股份
sz.002138,顺络电子
sz.002152,广电运通
sz.002153,石基信息
sz.002155,湖南黄金
sz.002157,正邦科技
sz.002185,华天科技
sz.002195,岩山科技
sz.002203,海亮股份
sz.002223,鱼跃医疗
sz.002244,滨江集团
sz.002252,上海莱士
sz.002261,拓维信息
sz.002262,恩华药业
sz.002265,建设工业
sz.002266,浙富控股
sz.002271,东方雨虹
sz.002273,水晶光电
sz.002281,光迅科技
sz.002299,圣农发展
sz.002312,川发龙蟒
sz.002318,久立特材
sz.002335,科华数据
sz.002340,格林美
sz.002402,和而泰
sz.002407,多氟多
sz.002409,雅克科技
sz.002410,广联达
sz.002414,高德红外
sz.002423,中粮资本
sz.002429,兆驰股份
sz.002430,杭氧股份
sz.002432,九安医疗
sz.002436,兴森科技
sz.002444,巨星科技
sz.002461,珠江啤酒
sz.002465,海格通信
sz.002472,双环传动
sz.002487,大金重工
